filename,vmaf
Landscapes_113_h_D.jpg,64.659544
Landscapes_001_h_B.jpg,92.824026
Landscapes_179_h_B.jpg,90.485636
Landscapes_011_h_B.jpg,89.924490
Landscapes_169_h_B.jpg,90.069154
Landscapes_134_h_C.jpg,83.610670
Landscapes_124_h_C.jpg,82.733087
Landscapes_047_v_A.jpg,97.428325
Landscapes_102_h_A.jpg,97.428239
Landscapes_036_h_E.jpg,45.912875
Landscapes_026_h_E.jpg,42.702809
Landscapes_069_v_E.jpg,45.137222
Landscapes_054_h_E.jpg,46.115923
Landscapes_079_v_E.jpg,55.394827
Landscapes_101_v_E.jpg,35.707306
Landscapes_044_h_E.jpg,45.470743
Landscapes_035_v_A.jpg,97.426905
Landscapes_170_h_A.jpg,97.428542
Landscapes_008_h_A.jpg,97.428234
Landscapes_018_h_A.jpg,97.428491
Landscapes_156_h_C.jpg,84.198983
Landscapes_013_v_C.jpg,78.770663
Landscapes_146_h_C.jpg,78.770663
Landscapes_003_v_C.jpg,84.432498
Landscapes_063_h_B.jpg,89.930877
Landscapes_073_h_B.jpg,91.556989
Landscapes_087_h_C.jpg,86.572457
Landscapes_161_h_D.jpg,64.270408
Landscapes_024_v_D.jpg,71.251800
Landscapes_019_h_D.jpg,62.778005
Landscapes_009_h_D.jpg,60.888952
Landscapes_009_h_E.jpg,39.127959
Landscapes_024_v_E.jpg,53.366865
Landscapes_161_h_E.jpg,45.238944
Landscapes_019_h_E.jpg,43.286409
Landscapes_073_h_C.jpg,84.656965
Landscapes_087_h_B.jpg,93.074075
Landscapes_063_h_C.jpg,81.881330
Landscapes_110_v_A.jpg,97.428402
Landscapes_055_h_A.jpg,97.428405
Landscapes_045_h_A.jpg,97.428244
Landscapes_003_v_B.jpg,91.934723
Landscapes_146_h_B.jpg,91.934723
Landscapes_013_v_B.jpg,88.343863
Landscapes_156_h_B.jpg,90.816044
Landscapes_184_h_A.jpg,97.428217
Landscapes_079_v_D.jpg,72.728303
Landscapes_044_h_D.jpg,65.465861
Landscapes_101_v_D.jpg,58.269581
Landscapes_069_v_D.jpg,65.680599
Landscapes_054_h_D.jpg,65.757898
Landscapes_026_h_D.jpg,64.935114
Landscapes_036_h_D.jpg,64.818316
Landscapes_124_h_B.jpg,90.458915
Landscapes_134_h_B.jpg,91.077986
Landscapes_011_h_C.jpg,81.286660
Landscapes_169_h_C.jpg,82.009575
Landscapes_001_h_C.jpg,86.641780
Landscapes_179_h_C.jpg,82.176297
Landscapes_113_h_E.jpg,44.799116
Landscapes_084_v_D.jpg,71.224641
Landscapes_135_h_E.jpg,71.224641
Landscapes_108_v_E.jpg,39.684827
Landscapes_125_h_E.jpg,51.509023
Landscapes_118_v_E.jpg,40.359727
Landscapes_169_h_A.jpg,97.427722
Landscapes_011_h_A.jpg,97.427931
Landscapes_179_h_A.jpg,97.428204
Landscapes_001_h_A.jpg,97.427937
Landscapes_047_v_B.jpg,86.958922
Landscapes_102_h_B.jpg,88.736595
Landscapes_178_h_D.jpg,67.991976
Landscapes_168_h_D.jpg,69.543572
Landscapes_010_h_D.jpg,63.996013
Landscapes_062_h_D.jpg,68.089771
Landscapes_096_h_E.jpg,48.814155
Landscapes_072_h_D.jpg,68.996717
Landscapes_018_h_B.jpg,89.036151
Landscapes_008_h_B.jpg,89.694209
Landscapes_035_v_B.jpg,93.490423
Landscapes_170_h_B.jpg,89.659549
Landscapes_184_h_C.jpg,84.560724
Landscapes_055_h_C.jpg,82.774211
Landscapes_110_v_C.jpg,80.583108
Landscapes_045_h_C.jpg,81.216226
Landscapes_073_h_A.jpg,97.428403
Landscapes_063_h_A.jpg,97.428212
Landscapes_157_h_E.jpg,46.145398
Landscapes_147_h_E.jpg,47.379641
Landscapes_147_h_D.jpg,69.421089
Landscapes_157_h_D.jpg,65.416137
Landscapes_087_h_A.jpg,97.428110
Landscapes_045_h_B.jpg,89.029139
Landscapes_110_v_B.jpg,89.341387
Landscapes_055_h_B.jpg,90.671863
Landscapes_013_v_A.jpg,97.428320
Landscapes_156_h_A.jpg,97.428020
Landscapes_003_v_A.jpg,97.427988
Landscapes_146_h_A.jpg,97.427988
Landscapes_008_h_C.jpg,80.709695
Landscapes_170_h_C.jpg,80.916899
Landscapes_184_h_B.jpg,91.787425
Landscapes_035_v_C.jpg,87.584830
Landscapes_018_h_C.jpg,79.530744
Landscapes_072_h_E.jpg,48.739849
Landscapes_062_h_E.jpg,49.040983
Landscapes_096_h_D.jpg,68.051618
Landscapes_168_h_E.jpg,50.336288
Landscapes_010_h_E.jpg,43.981414
Landscapes_178_h_E.jpg,47.731251
Landscapes_102_h_C.jpg,79.635598
Landscapes_047_v_C.jpg,76.842037
Landscapes_134_h_A.jpg,97.428318
Landscapes_124_h_A.jpg,97.428467
Landscapes_125_h_D.jpg,68.175858
Landscapes_118_v_D.jpg,62.551942
Landscapes_135_h_D.jpg,62.551942
Landscapes_084_v_E.jpg,51.679268
Landscapes_108_v_D.jpg,60.169044
Landscapes_113_h_B.jpg,89.195345
Landscapes_084_v_A.jpg,97.428157
Landscapes_011_h_D.jpg,65.873905
Landscapes_169_h_D.jpg,66.512928
Landscapes_001_h_D.jpg,74.099717
Landscapes_179_h_D.jpg,67.077137
Landscapes_124_h_E.jpg,46.829059
Landscapes_134_h_E.jpg,47.696127
Landscapes_026_h_C.jpg,80.983256
Landscapes_036_h_C.jpg,80.291971
Landscapes_178_h_A.jpg,97.428169
Landscapes_010_h_A.jpg,97.427884
Landscapes_168_h_A.jpg,97.428313
Landscapes_062_h_A.jpg,97.427943
Landscapes_072_h_A.jpg,97.428230
Landscapes_079_v_C.jpg,85.430404
Landscapes_101_v_C.jpg,76.331369
Landscapes_044_h_C.jpg,80.264931
Landscapes_069_v_C.jpg,81.371787
Landscapes_054_h_C.jpg,80.719113
Landscapes_146_h_E.jpg,0.695740
Landscapes_003_v_E.jpg,51.926058
Landscapes_156_h_E.jpg,57.895220
Landscapes_013_v_E.jpg,39.719862
Landscapes_073_h_D.jpg,71.167535
Landscapes_087_h_E.jpg,56.193013
Landscapes_063_h_D.jpg,66.410914
Landscapes_009_h_B.jpg,87.782541
Landscapes_161_h_B.jpg,89.878343
Landscapes_024_v_B.jpg,91.666035
Landscapes_019_h_B.jpg,88.628812
Landscapes_024_v_C.jpg,84.405385
Landscapes_161_h_C.jpg,81.415607
Landscapes_019_h_C.jpg,79.395066
Landscapes_009_h_C.jpg,78.001847
Landscapes_147_h_A.jpg,97.428158
Landscapes_157_h_A.jpg,97.427226
Landscapes_063_h_E.jpg,46.781086
Landscapes_073_h_E.jpg,52.648534
Landscapes_087_h_D.jpg,73.571307
Landscapes_013_v_D.jpg,61.309766
Landscapes_156_h_D.jpg,72.690824
Landscapes_003_v_D.jpg,70.056361
Landscapes_146_h_D.jpg,70.056361
Landscapes_069_v_B.jpg,89.920029
Landscapes_054_h_B.jpg,89.282512
Landscapes_079_v_B.jpg,92.203542
Landscapes_044_h_B.jpg,89.191482
Landscapes_101_v_B.jpg,87.026494
Landscapes_096_h_A.jpg,97.428200
Landscapes_036_h_B.jpg,89.027278
Landscapes_026_h_B.jpg,89.539073
Landscapes_134_h_D.jpg,69.271446
Landscapes_124_h_D.jpg,67.931532
Landscapes_001_h_E.jpg,56.667133
Landscapes_179_h_E.jpg,47.606372
Landscapes_011_h_E.jpg,46.066011
Landscapes_169_h_E.jpg,46.385732
Landscapes_118_v_A.jpg,97.428358
Landscapes_125_h_A.jpg,97.427638
Landscapes_108_v_A.jpg,97.428390
Landscapes_135_h_A.jpg,97.428390
Landscapes_113_h_C.jpg,80.657882
Landscapes_113_h_A.jpg,97.428109
Landscapes_125_h_C.jpg,82.800159
Landscapes_118_v_C.jpg,78.977058
Landscapes_084_v_B.jpg,91.716482
Landscapes_135_h_C.jpg,91.716482
Landscapes_108_v_C.jpg,77.928571
Landscapes_047_v_D.jpg,60.204589
Landscapes_102_h_D.jpg,61.861539
Landscapes_168_h_B.jpg,90.787595
Landscapes_010_h_B.jpg,89.411513
Landscapes_178_h_B.jpg,90.486423
Landscapes_072_h_B.jpg,90.905968
Landscapes_062_h_B.jpg,90.518669
Landscapes_096_h_C.jpg,83.246254
Landscapes_008_h_D.jpg,65.085102
Landscapes_035_v_D.jpg,76.067343
Landscapes_170_h_D.jpg,65.255991
Landscapes_184_h_E.jpg,53.022704
Landscapes_018_h_D.jpg,63.385247
Landscapes_045_h_E.jpg,46.814926
Landscapes_055_h_E.jpg,45.736107
Landscapes_110_v_E.jpg,43.067419
Landscapes_147_h_C.jpg,84.022372
Landscapes_157_h_C.jpg,80.765042
Landscapes_019_h_A.jpg,97.428250
Landscapes_161_h_A.jpg,97.427396
Landscapes_024_v_A.jpg,97.428075
Landscapes_009_h_A.jpg,97.428017
Landscapes_157_h_B.jpg,88.906349
Landscapes_147_h_B.jpg,91.557390
Landscapes_110_v_D.jpg,64.355528
Landscapes_055_h_D.jpg,67.791055
Landscapes_045_h_D.jpg,66.224171
Landscapes_018_h_E.jpg,42.131234
Landscapes_008_h_E.jpg,44.311505
Landscapes_170_h_E.jpg,43.309553
Landscapes_184_h_D.jpg,70.566148
Landscapes_035_v_E.jpg,61.279255
Landscapes_044_h_A.jpg,97.428550
Landscapes_101_v_A.jpg,97.428664
Landscapes_079_v_A.jpg,97.428241
Landscapes_054_h_A.jpg,97.428562
Landscapes_069_v_A.jpg,97.428366
Landscapes_062_h_C.jpg,82.613703
Landscapes_096_h_B.jpg,91.128047
Landscapes_072_h_C.jpg,83.496067
Landscapes_178_h_C.jpg,82.636119
Landscapes_168_h_C.jpg,83.541632
Landscapes_010_h_C.jpg,80.270079
Landscapes_026_h_A.jpg,97.428484
Landscapes_036_h_A.jpg,97.428610
Landscapes_102_h_E.jpg,40.236685
Landscapes_047_v_E.jpg,37.668483
Landscapes_135_h_B.jpg,37.668483
Landscapes_084_v_C.jpg,84.675909
Landscapes_108_v_B.jpg,88.284504
Landscapes_125_h_B.jpg,91.187640
Landscapes_118_v_B.jpg,88.454038
Landscapes_154_h_E.jpg,36.368415
Landscapes_144_h_E.jpg,47.508907
Landscapes_056_h_C.jpg,84.383290
Landscapes_046_h_C.jpg,84.638140
Landscapes_103_v_C.jpg,82.401503
Landscapes_070_h_A.jpg,97.428501
Landscapes_060_h_A.jpg,97.428151
Landscapes_163_h_B.jpg,88.964035
Landscapes_173_h_B.jpg,90.322760
Landscapes_061_h_D.jpg,75.332378
Landscapes_095_h_E.jpg,53.192477
Landscapes_119_h_D.jpg,70.574535
Landscapes_071_h_D.jpg,63.177810
Landscapes_085_h_E.jpg,46.478324
Landscapes_109_h_D.jpg,64.954228
Landscapes_086_v_A.jpg,97.428318
Landscapes_111_h_B.jpg,91.130353
Landscapes_012_h_A.jpg,97.428098
Landscapes_002_h_A.jpg,97.428159
Landscapes_034_h_C.jpg,81.221058
Landscapes_171_v_C.jpg,85.609715
Landscapes_185_v_B.jpg,90.129056
Landscapes_136_h_E.jpg,43.367430
Landscapes_097_v_D.jpg,63.185876
Landscapes_126_h_E.jpg,53.313888
Animals_146_h_B.jpg,87.991890
Animals_146_h_C.jpg,77.563156
Landscapes_126_h_D.jpg,71.454436
Landscapes_097_v_E.jpg,42.511484
Landscapes_136_h_D.jpg,63.638490
Landscapes_171_v_B.jpg,92.357571
Landscapes_185_v_C.jpg,81.853509
Landscapes_034_h_B.jpg,89.632398
Landscapes_111_h_C.jpg,83.920243
Landscapes_137_h_A.jpg,97.427401
Landscapes_127_h_A.jpg,97.428219
Landscapes_071_h_E.jpg,43.516853
Landscapes_085_h_D.jpg,67.106113
Landscapes_109_h_E.jpg,45.779810
Landscapes_061_h_E.jpg,58.042800
Landscapes_095_h_D.jpg,71.973676
Landscapes_119_h_E.jpg,50.582029
Landscapes_155_h_A.jpg,97.428363
Landscapes_145_h_A.jpg,97.428347
Landscapes_173_h_C.jpg,82.368549
Landscapes_163_h_C.jpg,80.792050
Landscapes_094_h_A.jpg,97.428069
Landscapes_103_v_B.jpg,90.364592
Landscapes_046_h_B.jpg,91.656683
Landscapes_056_h_B.jpg,91.440781
Landscapes_144_h_D.jpg,66.334130
Landscapes_154_h_D.jpg,58.705156
Landscapes_162_h_D.jpg,69.516091
Landscapes_027_v_D.jpg,71.881531
Landscapes_172_h_D.jpg,71.671428
Landscapes_037_v_D.jpg,63.421421
Landscapes_060_h_B.jpg,92.195128
Landscapes_094_h_C.jpg,82.236183
Landscapes_070_h_B.jpg,89.060491
Landscapes_173_h_A.jpg,97.428398
Landscapes_163_h_A.jpg,97.427927
Landscapes_155_h_C.jpg,82.087140
Landscapes_145_h_C.jpg,79.908065
Landscapes_112_v_E.jpg,35.507210
Landscapes_057_h_E.jpg,57.195965
Landscapes_160_v_E.jpg,43.356524
Landscapes_025_h_E.jpg,50.723658
Landscapes_137_h_C.jpg,84.606223
Landscapes_086_v_B.jpg,89.042306
Landscapes_127_h_C.jpg,82.891132
Landscapes_111_h_A.jpg,97.428293
Landscapes_002_h_B.jpg,92.033480
Landscapes_012_h_B.jpg,89.978463
Landscapes_185_v_A.jpg,97.428588
Landscapes_078_h_D.jpg,66.118976
Landscapes_100_h_D.jpg,61.359459
Landscapes_068_h_D.jpg,66.339665
Animals_146_h_A.jpg,94.548255
Landscapes_068_h_E.jpg,47.429245
Landscapes_078_h_E.jpg,49.660330
Landscapes_100_h_E.jpg,40.710412
Landscapes_171_v_A.jpg,97.428088
Landscapes_034_h_A.jpg,97.428504
Landscapes_012_h_C.jpg,81.821827
Landscapes_002_h_C.jpg,85.154635
Landscapes_127_h_B.jpg,90.798476
Landscapes_086_v_C.jpg,81.666654
Landscapes_137_h_B.jpg,91.295056
Landscapes_025_h_D.jpg,69.354944
Landscapes_160_v_D.jpg,64.357710
Landscapes_057_h_D.jpg,73.395754
Landscapes_112_v_D.jpg,58.825048
Landscapes_145_h_B.jpg,88.937379
Landscapes_155_h_B.jpg,90.416542
Landscapes_070_h_C.jpg,79.666113
Landscapes_060_h_C.jpg,86.019819
Landscapes_094_h_B.jpg,90.603743
Landscapes_056_h_A.jpg,97.427954
Landscapes_103_v_A.jpg,97.428406
Landscapes_046_h_A.jpg,97.428208
Landscapes_037_v_E.jpg,42.399126
Landscapes_172_h_E.jpg,52.754137
Landscapes_027_v_E.jpg,54.521757
Landscapes_162_h_E.jpg,53.019769
Landscapes_144_h_C.jpg,82.157649
Landscapes_154_h_C.jpg,75.960465
Landscapes_162_h_A.jpg,97.427535
Landscapes_027_v_A.jpg,97.428283
Landscapes_172_h_A.jpg,97.428366
Landscapes_037_v_A.jpg,97.428051
Landscapes_046_h_E.jpg,51.771007
Landscapes_103_v_E.jpg,45.513465
Landscapes_056_h_E.jpg,50.983838
Landscapes_173_h_D.jpg,67.290280
Landscapes_163_h_D.jpg,65.639424
Landscapes_071_h_B.jpg,89.196676
Landscapes_085_h_C.jpg,82.165071
Landscapes_109_h_B.jpg,90.026981
Landscapes_061_h_B.jpg,93.087392
Landscapes_095_h_C.jpg,84.661424
Landscapes_119_h_B.jpg,91.732434
Landscapes_111_h_D.jpg,69.488738
Landscapes_034_h_E.jpg,47.140200
Landscapes_171_v_E.jpg,53.939441
Landscapes_185_v_D.jpg,67.776096
Landscapes_100_h_A.jpg,97.428046
Landscapes_078_h_A.jpg,97.427766
Landscapes_068_h_A.jpg,97.428348
Animals_146_h_D.jpg,59.744145
Landscapes_097_v_B.jpg,88.643856
Landscapes_126_h_C.jpg,85.270648
Landscapes_136_h_C.jpg,79.875911
Landscapes_136_h_B.jpg,89.334951
Landscapes_126_h_B.jpg,92.068400
Landscapes_097_v_C.jpg,79.366596
Animals_146_h_E.jpg,37.674418
Landscapes_171_v_D.jpg,73.011358
Landscapes_185_v_E.jpg,48.683156
Landscapes_034_h_D.jpg,66.076816
Landscapes_111_h_E.jpg,49.419365
Landscapes_025_h_A.jpg,97.428390
Landscapes_160_v_A.jpg,97.428408
Landscapes_057_h_A.jpg,97.427497
Landscapes_112_v_A.jpg,97.428601
Landscapes_061_h_C.jpg,87.306838
Landscapes_095_h_B.jpg,91.769342
Landscapes_119_h_C.jpg,84.744249
Landscapes_071_h_C.jpg,80.142184
Landscapes_085_h_B.jpg,90.267070
Landscapes_109_h_C.jpg,81.206268
Landscapes_163_h_E.jpg,44.066611
Landscapes_173_h_E.jpg,46.809311
Landscapes_056_h_D.jpg,70.018054
Landscapes_103_v_D.jpg,67.314298
Landscapes_046_h_D.jpg,69.644478
Landscapes_154_h_B.jpg,86.040960
Landscapes_144_h_B.jpg,91.194995
Landscapes_172_h_B.jpg,91.133698
Landscapes_037_v_B.jpg,89.768461
Landscapes_162_h_B.jpg,89.896586
Landscapes_027_v_B.jpg,92.087819
Landscapes_070_h_D.jpg,62.603280
Landscapes_060_h_D.jpg,72.970740
Landscapes_094_h_E.jpg,47.545874
Landscapes_145_h_E.jpg,41.299978
Landscapes_155_h_E.jpg,46.031656
Landscapes_119_h_A.jpg,97.428348
Landscapes_061_h_A.jpg,97.427988
Landscapes_109_h_A.jpg,97.428189
Landscapes_071_h_A.jpg,97.428065
Landscapes_112_v_C.jpg,77.301938
Landscapes_057_h_C.jpg,85.965940
Landscapes_160_v_C.jpg,81.050252
Landscapes_025_h_C.jpg,83.937069
Landscapes_127_h_E.jpg,47.332917
Landscapes_137_h_E.jpg,53.759876
Landscapes_086_v_D.jpg,69.122011
Landscapes_012_h_D.jpg,65.716321
Landscapes_002_h_D.jpg,71.127722
Landscapes_068_h_B.jpg,90.018346
Landscapes_078_h_B.jpg,90.561379
Landscapes_100_h_B.jpg,88.706967
Landscapes_097_v_A.jpg,97.428564
Landscapes_126_h_A.jpg,97.428230
Landscapes_136_h_A.jpg,97.427835
Landscapes_078_h_C.jpg,81.729728
Landscapes_100_h_C.jpg,78.643198
Landscapes_068_h_C.jpg,81.474048
Landscapes_002_h_E.jpg,51.938542
Landscapes_012_h_E.jpg,48.203080
Landscapes_086_v_E.jpg,51.978242
Landscapes_137_h_D.jpg,71.651310
Landscapes_127_h_D.jpg,67.431395
Landscapes_025_h_B.jpg,91.742488
Landscapes_160_v_B.jpg,89.373101
Landscapes_057_h_B.jpg,92.760212
Landscapes_112_v_B.jpg,87.481706
Landscapes_085_h_A.jpg,97.428375
Landscapes_095_h_A.jpg,97.428090
Landscapes_155_h_D.jpg,66.070123
Landscapes_145_h_D.jpg,63.479326
Landscapes_060_h_E.jpg,54.713511
Landscapes_094_h_D.jpg,66.940748
Landscapes_070_h_E.jpg,41.069736
Landscapes_027_v_C.jpg,84.743524
Landscapes_162_h_C.jpg,83.068263
Landscapes_037_v_C.jpg,80.311191
Landscapes_172_h_C.jpg,84.564430
Landscapes_144_h_A.jpg,97.428017
Landscapes_154_h_A.jpg,97.427765
Landscapes_017_h_E.jpg,51.516886
Landscapes_007_h_E.jpg,49.976936
Landscapes_133_h_A.jpg,97.428473
Landscapes_123_h_A.jpg,97.426919
Landscapes_089_h_B.jpg,90.290690
Landscapes_020_h_B.jpg,90.392226
Landscapes_158_h_B.jpg,88.936038
Objects_190_h_E.jpg,35.577509
Landscapes_148_h_B.jpg,90.091026
Animals_202_h_A.jpg,95.168251
Landscapes_077_v_D.jpg,65.823675
Landscapes_132_h_D.jpg,66.349612
Landscapes_038_h_D.jpg,65.779876
Landscapes_028_h_D.jpg,61.294516
Landscapes_042_h_B.jpg,92.276460
Landscapes_052_h_B.jpg,90.971979
Landscapes_090_h_A.jpg,97.427996
Landscapes_080_h_A.jpg,97.428432
Landscapes_032_v_C.jpg,82.626655
Landscapes_177_h_C.jpg,75.940589
Landscapes_183_h_B.jpg,89.821484
Landscapes_167_h_C.jpg,75.141693
Landscapes_151_h_A.jpg,97.428145
Landscapes_141_h_A.jpg,97.426695
